name, sales ,date
Nanci Walburn," 641,838 ",21/1/2020
Thaddeus Kroeger," 621,518 ",21/1/2020
Leonore Degreenia," 290,824 ",21/1/2020
Keitha Singleterry," 952,869 ",21/1/2020
Myrtle Cossey," 1,170,871 ",21/1/2020
Ivana Murnane," 218,167 ",21/1/2020
Izola Adams," 1,318,026 ",21/1/2020
Wilber Simmer," 832,611 ",21/1/2020
Anderson Mcray," 1,166,568 ",21/1/2020
Vera Mckamie," 131,757 ",21/1/2020
Wan Chappell," 1,016,515 ",21/1/2020
Allyson Ancheta," 395,368 ",21/1/2020
Jacquie Emrich," 928,839 ",21/1/2020
Brianna Navas," 1,181,887 ",21/1/2020
Margene Collin," 459,951 ",21/1/2020
Eunice Barriere," 1,207,122 ",21/1/2020
Antony Fett," 1,198,176 ",21/1/2020
Myrtle Cossey," 1,471,986 ",21/1/2020
Erma Gerken," 97,978 ",21/1/2020
Dagmar Devens," 1,339,151 ",21/1/2020
Ronni Alberson," 389,470 ",21/1/2020
Corine Shepherd," 1,166,454 ",21/1/2020
Arlinda Cogdill," 642,560 ",21/1/2020
Joey Doris," 389,911 ",21/1/2020
Rochelle Patnode," 897,419 ",21/1/2020
Felicitas Pine," 416,674 ",21/1/2020
Sachiko Sommerville," 775,973 ",21/1/2020
Shantelle Mcgrane," 111,915 ",21/1/2020
Loan Puryear," 446,043 ",21/1/2020
Julienne Riesgo," 503,136 ",21/1/2020
Sun Kaplan," 758,034 ",21/1/2020
Elissa Sitsler," 1,134,577 ",21/1/2020
Tam Pollman," 464,700 ",21/1/2020
Gita Westberg," 926,575 ",22/1/2020
Rocco Prichard," 174,075 ",22/1/2020
Vilma Towner," 267,547 ",22/1/2020
Ana Ericson," 103,349 ",22/1/2020
Zoraida Gertner," 167,245 ",22/1/2020
Bryon Smail," 1,435,681 ",22/1/2020
Lilia Despres," 1,457,350 ",22/1/2020
Erica Packett," 1,121,891 ",22/1/2020
Georgianna Calloway," 586,033 ",22/1/2020
Josiah Motta," 441,430 ",22/1/2020
Emiko Fredricks," 1,238,174 ",22/1/2020
Cami Kosinski," 684,041 ",22/1/2020
Gregorio Carwile," 208,473 ",22/1/2020
Deangelo Ricci," 850,235 ",22/1/2020
Alda Marciniak," 1,218,094 ",22/1/2020
Mariette Huson," 1,168,757 ",22/1/2020
Wilber Simmer," 156,677 ",22/1/2020
Loida Tartaglia," 287,866 ",22/1/2020
Bennie Frei," 1,070,433 ",22/1/2020
Parker Gebhart," 1,439,812 ",22/1/2020
Morgan Caylor," 236,824 ",22/1/2020
Shae Buggs," 249,886 ",22/1/2020
Sharika Schuler," 831,590 ",22/1/2020
Leann Bowen," 286,242 ",22/1/2020
Janise Tercero," 1,164,188 ",22/1/2020
Jerlene Wasson," 80,260 ",22/1/2020
Hester Mazzariello," 743,906 ",22/1/2020
Maragaret Tomlinson," 1,119,309 ",22/1/2020
Layla Lando," 858,085 ",22/1/2020
Chastity Immel," 198,169 ",22/1/2020
Sha Middlebrooks," 345,328 ",23/1/2020
Marhta Wynne," 349,947 ",23/1/2020
Anderson Ojeda," 1,386,206 ",23/1/2020
Shantelle Mcgrane," 652,286 ",23/1/2020
Davida Barsky," 399,608 ",23/1/2020
Ana Ericson," 805,359 ",23/1/2020
Deangelo Ricci," 209,418 ",23/1/2020
Jaqueline Almquist," 705,386 ",23/1/2020
Latina Terry," 563,347 ",23/1/2020
Madalyn Unsworth," 675,169 ",23/1/2020
Leonore Degreenia," 652,805 ",23/1/2020
Wendell Ginsburg," 1,261,246 ",23/1/2020
Winnifred Strebel," 570,279 ",23/1/2020
Emiko Fredricks," 342,035 ",23/1/2020
Luigi Bevins," 804,267 ",23/1/2020
Melaine Steverson," 1,494,922 ",23/1/2020
Octavia Gitlin," 259,483 ",23/1/2020
Stuart Gabor," 670,917 ",23/1/2020
Margarita Corcoran," 1,278,250 ",23/1/2020
Lorna Kliebert," 1,096,172 ",23/1/2020
Hester Mazzariello," 378,265 ",23/1/2020
Corinne Wingerter," 380,093 ",23/1/2020
Eunice Barriere," 236,000 ",23/1/2020
Cara Witherow," 1,402,613 ",23/1/2020
Katherine Lafontant," 301,632 ",23/1/2020
Dell Luckett," 655,121 ",23/1/2020
Fabian Gamez," 495,497 ",24/1/2020
Virgie Gibb," 889,857 ",24/1/2020
Ryann Muise," 1,104,825 ",24/1/2020
Odessa Meaney," 1,363,326 ",24/1/2020
Angelic Flury," 603,947 ",24/1/2020
Deonna Byham," 914,756 ",24/1/2020
Ruthie Poe," 358,506 ",24/1/2020
Marcella Barber," 764,973 ",24/1/2020
Dortha Kuntz," 804,738 ",24/1/2020
Nisha Bynoe," 708,422 ",24/1/2020
Wynona Palmieri," 1,035,228 ",24/1/2020
Joelle Feldman," 458,287 ",24/1/2020
Samatha Lair," 752,230 ",24/1/2020
Jacquie Emrich," 1,130,648 ",24/1/2020
Lanette Buckingham," 163,385 ",24/1/2020
Kiley Stancill," 1,060,948 ",24/1/2020
Lanette Buckingham," 1,162,001 ",24/1/2020
Kendal Westerfield," 627,471 ",24/1/2020
Luigi Bevins," 1,095,510 ",24/1/2020
Rossana Hellums," 126,649 ",24/1/2020
Paulette Yerby," 234,823 ",24/1/2020
Parker Gebhart," 686,925 ",24/1/2020
Crissy Windsor," 1,419,566 ",24/1/2020
Rosette Custer," 70,016 ",24/1/2020
Miles Rogowski," 1,482,338 ",24/1/2020
Divina Nix," 548,285 ",24/1/2020
Marisela Illingworth," 365,894 ",24/1/2020
Nelly Mclain," 973,617 ",24/1/2020
Mirtha Shrout," 68,102 ",24/1/2020
Nisha Bynoe," 130,838 ",24/1/2020
Serita Pederson," 895,939 ",24/1/2020
Sarita Cripe," 177,596 ",24/1/2020
Enda Mascorro," 1,392,814 ",25/1/2020
Sharee Penfield," 9,274 ",25/1/2020
Divina Nix," 580,509 ",25/1/2020
Delisa Gurganus," 1,441,004 ",25/1/2020
Bambi Wynne," 1,460,544 ",25/1/2020
Aundrea Bakker," 1,174,593 ",25/1/2020
Stuart Gabor," 347,696 ",25/1/2020
Roy Dejong," 959,103 ",25/1/2020
Taina Keifer," 1,360,522 ",25/1/2020
Lorie Blount," 1,137,768 ",25/1/2020
Brianne Chaparro," 228,382 ",25/1/2020
Angelic Flury," 775,147 ",25/1/2020
Stephani Eisenmann," 1,366,112 ",25/1/2020
Georgine Aigner," 1,211,804 ",25/1/2020
Leandra Tank," 1,073,713 ",25/1/2020
Nisha Bynoe," 1,376,913 ",25/1/2020
Vina Gascon," 478,122 ",25/1/2020
Rocco Prichard," 380,246 ",25/1/2020
Miriam Cadena," 874,340 ",25/1/2020
Ranee Gulino," 167,119 ",25/1/2020
Krishna Shimp," 61,038 ",25/1/2020
Tayna Kallas," 312,475 ",25/1/2020
Enrique Whitmer," 411,832 ",25/1/2020
Franklin Ricciardi," 189,788 ",25/1/2020
Myrtle Cossey," 1,114,480 ",25/1/2020
Georgianna Calloway," 1,047,480 ",25/1/2020
Nerissa Vanatta," 528,319 ",25/1/2020
Miles Rogowski," 335,244 ",25/1/2020
Charisse Orman," 769,711 ",25/1/2020
Genoveva Even," 1,278,601 ",25/1/2020
Birdie Fleischman," 395,657 ",25/1/2020
Tayna Kallas," 246,770 ",26/1/2020
Sherrell Blann," 454,681 ",26/1/2020
Renate Ruddick," 1,064,716 ",26/1/2020
Yuri Beltran," 597,085 ",26/1/2020
Guadalupe Marone," 1,212,030 ",26/1/2020
Denisha Ogden," 748,784 ",26/1/2020
Birdie Fleischman," 423,234 ",26/1/2020
Gregorio Carwile," 664,621 ",26/1/2020
Harriett Dauenhauer," 1,318,488 ",26/1/2020
Emiko Fredricks," 1,153,507 ",26/1/2020
Bennie Frei," 656,425 ",26/1/2020
Sean Heckman," 342,440 ",26/1/2020
Miyoko Pilot," 1,276,091 ",26/1/2020
Miyoko Pilot," 714,957 ",26/1/2020
Denisha Ogden," 1,049,755 ",26/1/2020
Cara Witherow," 361,726 ",26/1/2020
Kallie Penrod," 601,053 ",26/1/2020
Marianela Henline," 1,374,160 ",26/1/2020
Christen Mcchesney," 783,913 ",26/1/2020
Emerita Fralick," 782,349 ",26/1/2020
Josiah Motta," 335,948 ",26/1/2020
Leonore Degreenia," 130,482 ",26/1/2020
Julio Zemlicka," 940,204 ",26/1/2020
Larraine Gobeil," 1,418,007 ",26/1/2020
Ilona Langlois," 1,420,192 ",26/1/2020
Alisia Hogue," 389,786 ",26/1/2020
Wan Chappell," 63,814 ",26/1/2020
Celestina Dartez," 1,111,529 ",26/1/2020
Wynona Palmieri," 551,158 ",26/1/2020
Tressie Morphis," 895,551 ",26/1/2020
Lorri Trevizo," 1,204,487 ",26/1/2020
Ernesto Cullison," 664,818 ",26/1/2020
Victor Roselli," 702,361 ",26/1/2020
Lorna Kliebert," 462,907 ",26/1/2020
Wan Chappell," 461,718 ",27/1/2020
Joey Guerra," 619,892 ",27/1/2020
Jung Irion," 206,932 ",27/1/2020
Chastity Immel," 123,995 ",27/1/2020
Arlinda Cogdill," 1,247,507 ",27/1/2020
Enrique Whitmer," 198,327 ",27/1/2020
Cindi Gibbon," 996,925 ",27/1/2020
Janise Tercero," 554,538 ",27/1/2020
Judie Pocock," 1,033,800 ",27/1/2020
Marica Chavous," 1,112,967 ",27/1/2020
Elijah Reuss," 851,538 ",27/1/2020
Bambi Wynne," 1,162,445 ",27/1/2020
Chrystal Cephas," 160,837 ",27/1/2020
Krishna Shimp," 1,207,256 ",27/1/2020
Eleanore Schley," 1,388,773 ",27/1/2020
Allyson Ancheta," 1,043,161 ",27/1/2020
Chastity Immel," 165,701 ",27/1/2020
Latisha Swink," 150,220 ",27/1/2020
Denice Bustamante," 128,289 ",27/1/2020
Agripina Matteo," 646,171 ",27/1/2020
Thaddeus Kroeger," 638,323 ",27/1/2020
Brunilda Ehrhardt," 22,198 ",27/1/2020
Leanne Rowles," 556,109 ",27/1/2020
Felicitas Pine," 118,728 ",27/1/2020
Erin Mcmurtrie," 416,143 ",27/1/2020
Brunilda Ehrhardt," 505,464 ",28/1/2020
Glayds Brunt," 543,064 ",28/1/2020
Tayna Kallas," 892,800 ",28/1/2020
Mabelle Lafleur," 186,220 ",28/1/2020
Margarita Corcoran," 92,542 ",28/1/2020
Thaddeus Kroeger," 1,225,083 ",28/1/2020
Sean Heckman," 162,759 ",28/1/2020
Noemi Mcabee," 951,671 ",28/1/2020
Kendal Westerfield," 1,326,164 ",28/1/2020
Cami Kosinski," 935,416 ",28/1/2020
Grace Febus," 970,264 ",28/1/2020
Treena Barna," 831,483 ",28/1/2020
Shira Lemelin," 1,137,654 ",28/1/2020
Paige Bain," 250,370 ",28/1/2020
Celia Banning," 1,057,033 ",28/1/2020
Ruthie Poe," 630,356 ",28/1/2020
Buford Truss," 276,309 ",28/1/2020
Elza Tews," 1,483,915 ",28/1/2020
Serina Ballantyne," 447,726 ",28/1/2020
Bryon Smail," 1,040,090 ",28/1/2020
Kathrin Fuller," 1,302,157 ",28/1/2020
Maddie Fleener," 1,494,156 ",28/1/2020
Agripina Matteo," 340,783 ",28/1/2020
Misti Shockey," 656,667 ",28/1/2020
Shayla Jacobi," 1,012,619 ",28/1/2020
Dortha Kearns," 445,577 ",28/1/2020
Lela Anding," 1,095,990 ",29/1/2020
Elvie Plumber," 677,197 ",29/1/2020
Tyron Brackett," 153,234 ",29/1/2020
Millicent Beamon," 148,052 ",29/1/2020
Luise Eccles," 421,079 ",29/1/2020
Rosetta Lorenzen," 1,388,506 ",29/1/2020
Jane Carlton," 1,235,338 ",29/1/2020
Ilona Langlois," 1,104,337 ",29/1/2020
Judie Pocock," 835,130 ",29/1/2020
Dewitt Kennerson," 1,164,921 ",29/1/2020
Johanna Hilbert," 742,180 ",29/1/2020
Joelle Feldman," 1,243,707 ",29/1/2020
Mica Coburn," 369,664 ",29/1/2020
Dollie Seymour," 308,708 ",29/1/2020
Erma Gerken," 493,730 ",29/1/2020
Ardath Albro," 1,125,279 ",29/1/2020
Izola Adams," 373,675 ",29/1/2020
Bennie Frei," 1,032,805 ",29/1/2020
Terina Lopinto," 484,855 ",29/1/2020
Rufina Fawcett," 121,809 ",29/1/2020
Lorilee Crosland," 65,903 ",29/1/2020
Luigi Bevins," 1,151,969 ",29/1/2020
Natalie Karlin," 368,800 ",29/1/2020
Lanette Buckingham," 697,082 ",29/1/2020
Shayla Jacobi," 990,774 ",29/1/2020
Chase Coolidge," 1,114,018 ",29/1/2020
Belva Antos," 1,069,044 ",29/1/2020
Herta Weidner," 732,433 ",29/1/2020
Benedict Blumberg," 956,584 ",29/1/2020
Titus Burling," 166,706 ",29/1/2020
Davida Barsky," 1,373,502 ",30/1/2020
Chastity Brugger," 1,473,239 ",30/1/2020
Elza Tews," 1,435,684 ",30/1/2020
Melda Masten," 1,061,428 ",30/1/2020
Josefina Schranz," 194,601 ",30/1/2020
Sachiko Sommerville," 134,139 ",30/1/2020
Serita Pederson," 287,010 ",30/1/2020
Alexa Seitz," 290,258 ",30/1/2020
Emiko Fredricks," 874,626 ",30/1/2020
Lizzie Haggins," 1,110,682 ",30/1/2020
Lizzie Haggins," 963,565 ",30/1/2020
Esmeralda Freeborn," 1,266,455 ",30/1/2020
Kenia Favela," 995,232 ",30/1/2020
Dorla Greenburg," 1,097,302 ",30/1/2020
Katherine Lafontant," 464,280 ",30/1/2020
Lisa Klingbeil," 503,534 ",30/1/2020
Tam Pollman," 771,236 ",30/1/2020
Palma Strasser," 200,808 ",30/1/2020
Layla Lando," 1,164,506 ",30/1/2020
Charlesetta Fall," 1,486,993 ",30/1/2020
Lilia Despres," 778,890 ",30/1/2020
Treena Barna," 1,328,048 ",30/1/2020
Golden Wallen," 1,440,491 ",30/1/2020
Dominque Carney," 1,259,996 ",30/1/2020
Charmain Puthoff," 536,870 ",30/1/2020
Lakeesha Ruis," 121,560 ",30/1/2020
Bennie Frei," 205,774 ",30/1/2020
Marlen Willilams," 980,076 ",30/1/2020
Marilyn Eiler," 455,045 ",30/1/2020
Elijah Reuss," 1,366,118 ",30/1/2020
Silva Plumb," 753,874 ",1/2/2020
Lauren Stephenson," 1,433,400 ",1/2/2020
Kia Ureno," 482,610 ",1/2/2020
Marica Chavous," 1,255,097 ",1/2/2020
Danette Dolce," 980,425 ",1/2/2020
Cassey Brewster," 149,307 ",1/2/2020
Janette Werth," 720,087 ",1/2/2020
Benedict Blumberg," 1,326,567 ",1/2/2020
Dortha Kuntz," 1,312,322 ",1/2/2020
Larraine Gobeil," 520,526 ",1/2/2020
Linnea Molton," 161,852 ",1/2/2020
Martha Stiverson," 349,736 ",1/2/2020
Young Kensey," 924,708 ",1/2/2020
Yukiko Post," 669,064 ",1/2/2020
Miyoko Pilot," 344,733 ",1/2/2020
Mirtha Shrout," 820,312 ",1/2/2020
Larraine Gobeil," 221,790 ",1/2/2020
Odessa Meaney," 1,491,143 ",1/2/2020
Brendan Acton," 422,020 ",1/2/2020
Gita Westberg," 188,722 ",1/2/2020
Lorie Blount," 638,730 ",1/2/2020
Yuonne Espada," 1,385,710 ",1/2/2020
Marhta Wynne," 671,859 ",1/2/2020
Tilda Alarcon," 842,518 ",1/2/2020
Alejandrina Mandelbaum," 710,427 ",1/2/2020
Serina Ballantyne," 520,802 ",1/2/2020
Tora Theodore," 1,409,646 ",1/2/2020
Berry Right," 265,342 ",1/2/2020
Vina Gascon," 627,744 ",1/2/2020
Ernesto Cullison," 1,252,733 ",1/2/2020
Leo Torrain," 790,872 ",1/2/2020
Benedict Blumberg," 1,002,339 ",1/2/2020
Renate Ruddick," 634,684 ",1/2/2020
Miles Rogowski," 13,796 ",1/2/2020
Meg Isabell," 1,182,515 ",1/2/2020
Brianna Navas," 1,416,287 ",1/2/2020
Hsiu Levenson," 543,109 ",2/2/2020
Collin Millsap," 690,244 ",2/2/2020
Wan Chappell," 1,384,668 ",2/2/2020
Bobbye Mccraney," 349,970 ",2/2/2020
Teresita Prouty," 532,594 ",2/2/2020
Dollie Seymour," 408,872 ",2/2/2020
Erin Mcmurtrie," 595,240 ",2/2/2020
Pinkie Bufford," 1,003,358 ",2/2/2020
Bennie Frei," 561,511 ",2/2/2020
Dudley Naab," 1,162,529 ",2/2/2020
Serita Pederson," 1,077,489 ",2/2/2020
Ginger Riordan," 119,622 ",2/2/2020
Lizzette Baumer," 851,013 ",2/2/2020
Ayako Frick," 523,037 ",2/2/2020
Delisa Gurganus," 919,093 ",2/2/2020
Taina Keifer," 886,881 ",2/2/2020
Lanette Buckingham," 406,471 ",2/2/2020
Melda Masten," 672,512 ",2/2/2020
Tonja Pierpont," 150,847 ",2/2/2020
Miles Rogowski," 232,381 ",2/2/2020
Serina Ballantyne," 1,177,191 ",2/2/2020
Phyliss Foxwell," 1,060,965 ",2/2/2020
Enda Mascorro," 692,290 ",2/2/2020
Bonita Gunnerson," 361,010 ",2/2/2020
Gregorio Carwile," 553,729 ",2/2/2020
Kenia Lozoya," 562,844 ",2/2/2020
Cyrstal Dempsey," 600,392 ",2/2/2020
Shella Bassler," 1,276,259 ",2/2/2020
Young Kensey," 1,498,639 ",2/2/2020
Romelia Armbruster," 184,807 ",2/2/2020
Kenia Lozoya," 71,127 ",2/2/2020
Samantha Atilano," 920,066 ",2/2/2020
Jerlene Wasson," 515,144 ",2/2/2020
Bonita Gunnerson," 664,498 ",3/2/2020
Joey Guerra," 114,234 ",3/2/2020
Roxanna Cheyne," 643,317 ",3/2/2020
Birdie Fleischman," 1,227,847 ",3/2/2020
Frankie Argento," 28,240 ",3/2/2020
Leanne Rowles," 366,979 ",3/2/2020
Patti Boeke," 1,211,866 ",3/2/2020
Alison Cordell," 674,120 ",3/2/2020
Berry Right," 1,478,468 ",3/2/2020
Alisia Hogue," 1,390,611 ",3/2/2020
Victor Roselli," 1,159,879 ",3/2/2020
Clayton Chapel," 1,086,332 ",3/2/2020
Emelia Anders," 1,238,710 ",3/2/2020
Roxanne Linzey," 1,012,046 ",3/2/2020
Allene Hone," 1,477,596 ",3/2/2020
Ashton Lacombe," 1,029,961 ",3/2/2020
Roxanna Cheyne," 1,286,324 ",3/2/2020
Ivonne Yeoman," 305,956 ",3/2/2020
Ernesto Cullison," 1,221,889 ",3/2/2020
Franklin Ricciardi," 1,085,063 ",3/2/2020
Brianna Navas," 1,250,762 ",3/2/2020
Mariette Huson," 986,251 ",3/2/2020
Maddie Fleener," 575,751 ",3/2/2020
Shayla Jacobi," 563,253 ",3/2/2020
Julio Zemlicka," 612,011 ",3/2/2020
Mee Riggleman," 1,224,393 ",3/2/2020
Sherrell Blann," 258,854 ",3/2/2020
Dewey Zalewski," 362,857 ",3/2/2020
Cherri Hayden," 1,394,452 ",3/2/2020
Emiko Fredricks," 1,483,451 ",3/2/2020
Treena Barna," 930,363 ",4/2/2020
Melda Masten," 138,504 ",4/2/2020
Ivana Murnane," 839,275 ",4/2/2020
Davida Barsky," 190,149 ",4/2/2020
Erma Gerken," 226,538 ",4/2/2020
Josefina Schranz," 29,998 ",4/2/2020
Kit Nogle," 1,237,861 ",4/2/2020
Flor Fairchild," 1,158,794 ",4/2/2020
Carmine Hamburg," 1,245,436 ",4/2/2020
Veronica Hertzler," 679,217 ",4/2/2020
Dede Shiflett," 786,891 ",4/2/2020
Monique Valtierra," 166,459 ",4/2/2020
Williams Leno," 1,117,992 ",4/2/2020
Janise Tercero," 502,909 ",4/2/2020
Roy Dejong," 37,746 ",4/2/2020
Shantelle Mcgrane," 826,364 ",4/2/2020
Shayla Jacobi," 1,217,962 ",4/2/2020
Stephani Eisenmann," 139,977 ",4/2/2020
Georgine Aigner," 991,117 ",4/2/2020
Latisha Swink," 1,350,032 ",4/2/2020
Zola Gaus," 559,042 ",4/2/2020
Paulina Kaufmann," 555,326 ",4/2/2020
Delicia Symes," 1,149,805 ",4/2/2020
Vera Mckamie," 315,076 ",4/2/2020
Angelic Flury," 1,368,626 ",4/2/2020
Brianna Navas," 526,443 ",4/2/2020
Rosette Hackler," 593,704 ",4/2/2020
Leeanna Link," 1,290,773 ",5/2/2020
Alison Cordell," 1,003,455 ",5/2/2020
Cindi Gibbon," 242,643 ",5/2/2020
Tyisha Ahumada," 432,367 ",5/2/2020
Josefina Schranz," 695,364 ",5/2/2020
Paulina Kaufmann," 696,136 ",5/2/2020
Shira Lemelin," 1,347,910 ",5/2/2020
Judie Pocock," 804,787 ",5/2/2020
Charmain Puthoff," 684,566 ",5/2/2020
Breanne Prentiss," 987,014 ",5/2/2020
Miyoko Pilot," 911,511 ",5/2/2020
Ryann Muise," 1,461,454 ",5/2/2020
Genoveva Even," 363,302 ",5/2/2020
Leandra Tank," 895,991 ",5/2/2020
Melody Bouffard," 220,030 ",5/2/2020
Treena Barna," 740,098 ",5/2/2020
Erma Gerken," 5,957 ",5/2/2020
Alvin Riggie," 1,453,394 ",5/2/2020
Darnell Rich," 80,600 ",5/2/2020
Colby Vereen," 760,949 ",5/2/2020
Joanie Huckins," 1,401,096 ",5/2/2020
Johanna Hilbert," 1,067,427 ",5/2/2020
Roger Schisler," 370,681 ",5/2/2020
Zenaida Israel," 700,555 ",5/2/2020
Ria Lightbody," 572,076 ",6/2/2020
Madie Nevels," 214,094 ",6/2/2020
Enrique Whitmer," 1,414,316 ",6/2/2020
Michell Corrigan," 114,575 ",6/2/2020
Shira Lemelin," 639,698 ",6/2/2020
Yoshie Kies," 1,176,525 ",6/2/2020
Rick Keffer," 1,086,565 ",6/2/2020
Evelyn Bonneau," 798,060 ",6/2/2020
Gregorio Carwile," 221,270 ",6/2/2020
Ayako Frick," 861,035 ",6/2/2020
Keiko Krahn," 1,429,483 ",6/2/2020
Aaron Killingsworth," 504,186 ",6/2/2020
Donnie Mccrystal," 676,899 ",6/2/2020
Lois Meadors," 167,243 ",6/2/2020
Grover Ritchey," 670,467 ",6/2/2020
Tora Theodore," 628,789 ",6/2/2020
Lakeesha Ruis," 502,820 ",6/2/2020
Ashton Lacombe," 557,831 ",6/2/2020
Adrianna Sweetland," 1,311,897 ",6/2/2020
Brandi Organ," 1,467,638 ",6/2/2020
Enrique Whitmer," 883,768 ",6/2/2020
Dave Dressler," 772,626 ",6/2/2020
Eladia Board," 758,528 ",6/2/2020
Brunilda Ehrhardt," 1,259,988 ",7/2/2020
Stormy Edberg," 1,444,551 ",7/2/2020
Kenia Lozoya," 1,049,472 ",7/2/2020
Lupita Brittan," 109,481 ",7/2/2020
Monique Valtierra," 716,722 ",7/2/2020
Yuonne Espada," 1,119,953 ",7/2/2020
Lorna Kliebert," 551,127 ",7/2/2020
Parker Gebhart," 1,217,250 ",7/2/2020
Frederica Powe," 1,269,506 ",7/2/2020
Illa Jaffee," 463,619 ",7/2/2020
Juliann Levi," 151,979 ",7/2/2020
Julie Giesen," 244,575 ",7/2/2020
Marita Hintz," 137,689 ",7/2/2020
Geoffrey Jorstad," 300,731 ",7/2/2020
Genoveva Even," 829,102 ",7/2/2020
Leeanna Link," 161,492 ",7/2/2020
Rosette Hackler," 1,125,910 ",7/2/2020
Clayton Chapel," 1,225,190 ",7/2/2020
Aaron Killingsworth," 897,437 ",7/2/2020
Grace Febus," 776,968 ",7/2/2020
Sean Lamberson," 1,346,051 ",7/2/2020
Jaqueline Almquist," 488,086 ",7/2/2020
Dominque Carney," 111,133 ",7/2/2020
Grace Febus," 662,973 ",7/2/2020
Alexa Seitz," 1,073,319 ",7/2/2020
Margene Walden," 403,365 ",7/2/2020
Alda Marciniak," 1,151,064 ",7/2/2020
Estella Reinert," 998,901 ",7/2/2020
Leann Bowen," 42,152 ",7/2/2020
Glynis Kunz," 317,892 ",7/2/2020
Meg Isabell," 313,667 ",7/2/2020
Kiley Stancill," 1,064,631 ",7/2/2020
Eunice Barriere," 81,486 ",8/2/2020
Clementina Olds," 816,083 ",8/2/2020
Harland Greenspan," 514,923 ",8/2/2020
Flor Fairchild," 676,558 ",8/2/2020
Ryann Muise," 1,350,980 ",8/2/2020
Tressie Morphis," 904,592 ",8/2/2020
Janise Tercero," 581,747 ",8/2/2020
Denisha Ogden," 974,608 ",8/2/2020
Miles Rogowski," 129,414 ",8/2/2020
Thomasina Betances," 862,859 ",8/2/2020
Audria Irizarry," 1,123,510 ",8/2/2020
Dale Dysart," 110,622 ",8/2/2020
Millicent Beamon," 1,291,055 ",8/2/2020
Marilyn Eiler," 646,643 ",8/2/2020
Linnea Molton," 1,389,887 ",8/2/2020
Misti Shockey," 1,268,288 ",8/2/2020
Crista Gump," 641,094 ",8/2/2020
Marita Hintz," 782,022 ",8/2/2020
Dustin Coyne," 387,024 ",8/2/2020
Adeline Mey," 1,231,611 ",8/2/2020
Taina Keifer," 321,879 ",8/2/2020
Alejandrina Mandelbaum," 762,650 ",8/2/2020
Denice Bustamante," 1,314,923 ",8/2/2020
Renate Ruddick," 97,528 ",8/2/2020
Kenia Lozoya," 243,280 ",8/2/2020
Shira Lemelin," 895,625 ",8/2/2020
Christen Mcchesney," 557,648 ",8/2/2020
Hilaria Ashmore," 140,001 ",8/2/2020
Dede Shiflett," 176,561 ",8/2/2020
Alfonso Bedford," 415,598 ",8/2/2020
Lanelle Haygood," 1,170,881 ",8/2/2020
Kiersten Mannion," 547,848 ",8/2/2020
Herta Weidner," 1,047,261 ",8/2/2020
Frankie Argento," 1,014,667 ",8/2/2020
Glady Sugarman," 662,934 ",8/2/2020
Brendan Acton," 1,196,158 ",8/2/2020
Dudley Naab," 261,634 ",8/2/2020
Denice Bustamante," 1,188,583 ",9/2/2020
Odessa Meaney," 525,848 ",9/2/2020
Lakita Hakes," 493,214 ",9/2/2020
Lynetta Lupi," 1,337,031 ",9/2/2020
Benedict Blumberg," 621,294 ",9/2/2020
Jere Rascoe," 555,881 ",9/2/2020
Ria Lightbody," 237,083 ",9/2/2020
Mindy Hehn," 204,924 ",9/2/2020
Brendan Acton," 1,413,077 ",9/2/2020
Samatha Lair," 860,118 ",9/2/2020
Dorla Harbert," 1,261,679 ",9/2/2020
Dell Luckett," 72,997 ",9/2/2020
Dale Dysart," 824,652 ",9/2/2020
Anastacia Groseclose," 310,908 ",9/2/2020
Zandra Feather," 1,253,842 ",9/2/2020
Karena Paiva," 206,388 ",9/2/2020
Esmeralda Freeborn," 603,837 ",9/2/2020
Suzi Gao," 33,383 ",9/2/2020
Asuncion Herbst," 1,300,066 ",9/2/2020
Allyson Ancheta," 343,313 ",9/2/2020
Margene Walden," 1,432,137 ",9/2/2020
Lucrecia Sutera," 185,026 ",9/2/2020
Vallie Bakke," 1,470,108 ",9/2/2020
Paulette Yerby," 1,189,939 ",9/2/2020
Palma Strasser," 1,224,497 ",9/2/2020
Darnell Rich," 959,595 ",10/2/2020
Aaron Killingsworth," 173,743 ",10/2/2020
Paulette Yerby," 1,252,941 ",10/2/2020
Nisha Bynoe," 563,366 ",10/2/2020
Kiersten Mannion," 1,346,149 ",10/2/2020
Maragaret Tomlinson," 1,182,685 ",10/2/2020
Susannah Watkin," 37,835 ",10/2/2020
Hipolito Lovvorn," 1,304,875 ",10/2/2020
Treena Barna," 1,257,750 ",10/2/2020
Alfonso Bedford," 877,343 ",10/2/2020
Ana Ericson," 852,100 ",10/2/2020
Tayna Kallas," 1,052,418 ",10/2/2020
Dorla Greenburg," 738,609 ",10/2/2020
Hildegarde Rench," 1,395,260 ",10/2/2020
Allene Hone," 1,449,246 ",10/2/2020
Lanell Rodgers," 882,114 ",10/2/2020
Serita Pederson," 1,231,398 ",10/2/2020
Zola Gaus," 647,597 ",10/2/2020
Denisha Ogden," 989,715 ",10/2/2020
Lakeesha Ruis," 1,216,100 ",10/2/2020
Lillian Mumford," 800,345 ",10/2/2020
Leo Torrain," 1,443,036 ",10/2/2020
Erica Packett," 923,021 ",10/2/2020
Mica Coburn," 497,472 ",10/2/2020
Lanette Buckingham," 421,390 ",10/2/2020
